date,waterbody,site,length,mass
7/7/2021,Susquehanna River,Cooperstown Dam,29.37,5.5
7/7/2021,Susquehanna River,Cooperstown Dam,26.91,4.4
7/7/2021,Susquehanna River,Cooperstown Dam,35.13,9.7
7/7/2021,Susquehanna River,Cooperstown Dam,24.55,3.1
7/7/2021,Susquehanna River,Cooperstown Dam,28.44,5
7/7/2021,Susquehanna River,Cooperstown Dam,27.07,4.1
7/7/2021,Susquehanna River,Cooperstown Dam,23.42,2.5
7/7/2021,Susquehanna River,Cooperstown Dam,7.15,
7/7/2021,Susquehanna River,Cooperstown Dam,31.59,7
7/7/2021,Susquehanna River,Cooperstown Dam,21.64,2.2
7/7/2021,Susquehanna River,Cooperstown Dam,21.61,2.2
7/7/2021,Susquehanna River,Cooperstown Dam,20.52,2.1
7/7/2021,Susquehanna River,Cooperstown Dam,24.58,3.4
7/7/2021,Susquehanna River,Cooperstown Dam,21.55,2.1
7/7/2021,Susquehanna River,Cooperstown Dam,23.57,2.7
7/7/2021,Susquehanna River,Cooperstown Dam,23.06,2.7
7/7/2021,Susquehanna River,Cooperstown Dam,26.38,3.8
7/7/2021,Susquehanna River,Cooperstown Dam,19.89,1.8
7/7/2021,Susquehanna River,Cooperstown Dam,20.91,2
7/7/2021,Susquehanna River,Cooperstown Dam,21.52,2
7/7/2021,Susquehanna River,Cooperstown Dam,23.53,3
7/7/2021,Susquehanna River,Cooperstown Dam,20.02,1.8
7/7/2021,Susquehanna River,Cooperstown Dam,20.64,2.1
7/7/2021,Susquehanna River,Cooperstown Dam,23.38,3.1
7/7/2021,Susquehanna River,Cooperstown Dam,22.53,2.6
7/7/2021,Susquehanna River,Cooperstown Dam,21.33,2.3
7/7/2021,Susquehanna River,Cooperstown Dam,15.01,0.6
7/7/2021,Susquehanna River,Cooperstown Dam,22.18,2.5
7/7/2021,Susquehanna River,Cooperstown Dam,15.57,0.8
7/7/2021,Susquehanna River,Cooperstown Dam,17.15,1
7/7/2021,Susquehanna River,Cooperstown Dam,22.42,2.3
7/7/2021,Susquehanna River,Cooperstown Dam,20.21,1.7
7/7/2021,Susquehanna River,Cooperstown Dam,15.63,0.8
7/7/2021,Susquehanna River,Cooperstown Dam,17.18,1.2
7/7/2021,Susquehanna River,Cooperstown Dam,19.54,1.4
7/7/2021,Susquehanna River,Cooperstown Dam,18.81,1.4
7/7/2021,Susquehanna River,Cooperstown Dam,17.69,1.3
7/7/2021,Susquehanna River,Cooperstown Dam,18.05,1.4
7/7/2021,Susquehanna River,Cooperstown Dam,14.6,0.8
7/7/2021,Susquehanna River,Cooperstown Dam,18.78,1.4
7/7/2021,Susquehanna River,Cooperstown Dam,14.99,0.7
7/7/2021,Susquehanna River,Cooperstown Dam,14.7,0.7
7/9/2021,Butternut Creek,Bailey Road,31.48,6.9
7/9/2021,Butternut Creek,Bailey Road,22.57,2.2
7/9/2021,Butternut Creek,Bailey Road,25.42,3.2
7/9/2021,Butternut Creek,Bailey Road,41.02,13.5
7/9/2021,Butternut Creek,Bailey Road,24.3,3
7/9/2021,Butternut Creek,Bailey Road,26.15,4
7/9/2021,Butternut Creek,Bailey Road,24.38,3
7/9/2021,Butternut Creek,Bailey Road,24.83,3.8
7/9/2021,Butternut Creek,Bailey Road,28.94,4.7
7/9/2021,Butternut Creek,Bailey Road,24.94,3.1
7/9/2021,Butternut Creek,Bailey Road,30.18,6.2
7/9/2021,Butternut Creek,Bailey Road,25.41,3.5
7/9/2021,Butternut Creek,Bailey Road,14.8,0.3
7/9/2021,Butternut Creek,Bailey Road,21.43,1.8
7/9/2021,Butternut Creek,Bailey Road,17.05,0.8
7/9/2021,Butternut Creek,Bailey Road,21.84,1.9
7/9/2021,Butternut Creek,Bailey Road,24.23,2.5
7/9/2021,Butternut Creek,Bailey Road,18.27,1.2
7/9/2021,Butternut Creek,Bailey Road,18.05,1
7/9/2021,Butternut Creek,Bailey Road,8.05,
7/9/2021,Butternut Creek,Bailey Road,19.53,1.4
7/9/2021,Butternut Creek,Bailey Road,9.3,
7/9/2021,Butternut Creek,Bailey Road,9.02,
7/9/2021,Butternut Creek,Bailey Road,10.08,
7/9/2021,Butternut Creek,Bailey Road,8.41,
7/9/2021,Butternut Creek,Bailey Road,9.69,
7/9/2021,Butternut Creek,Bailey Road,13.71,0.3
7/9/2021,Butternut Creek,Bailey Road,6.99,
7/9/2021,Butternut Creek,Bailey Road,14.05,0.4
7/9/2021,Butternut Creek,Bailey Road,17.08,0.9
7/9/2021,Butternut Creek,Bailey Road,9.25,
7/9/2021,Butternut Creek,Bailey Road,8.99,
7/9/2021,Butternut Creek,Bailey Road,7.63,
7/9/2021,Butternut Creek,Bailey Road,7.49,
7/15/2021,Wharton Creek,Route 80,34.9,9.9
7/15/2021,Wharton Creek,Route 80,28.51,5.9
7/15/2021,Wharton Creek,Route 80,30.54,7.1
7/15/2021,Wharton Creek,Route 80,29.76,6.1
7/15/2021,Wharton Creek,Route 80,29.26,4.4
7/15/2021,Wharton Creek,Route 80,33.38,6.8
7/15/2021,Wharton Creek,Route 80,30.97,7.7
7/15/2021,Wharton Creek,Route 80,23.82,3
7/15/2021,Wharton Creek,Route 80,33.68,9.1
7/15/2021,Wharton Creek,Route 80,34.12,10
7/15/2021,Wharton Creek,Route 80,18.73,1.4
7/15/2021,Wharton Creek,Route 80,30.16,6.5
7/15/2021,Wharton Creek,Route 80,27.15,4.8
7/15/2021,Wharton Creek,Route 80,32.75,8
7/15/2021,Wharton Creek,Route 80,22.3,2.5
7/15/2021,Wharton Creek,Route 80,26.19,4.8
7/15/2021,Wharton Creek,Route 80,28.3,5.1
7/15/2021,Wharton Creek,Route 80,25.04,3.8
7/15/2021,Wharton Creek,Route 80,27.74,5.1
7/15/2021,Wharton Creek,Route 80,34.87,8.6
7/15/2021,Wharton Creek,Route 80,27.49,5
7/15/2021,Wharton Creek,Route 80,26.95,4.6
7/15/2021,Wharton Creek,Route 80,29.37,5.5
7/15/2021,Wharton Creek,Route 80,25.37,3.8
7/15/2021,Wharton Creek,Route 80,27.53,5.3
7/15/2021,Wharton Creek,Route 80,25.18,3.5
7/15/2021,Wharton Creek,Route 80,23.17,2.5
7/15/2021,Wharton Creek,Route 80,18.68,1.4
7/15/2021,Wharton Creek,Route 80,25.65,3.8
7/15/2021,Wharton Creek,Route 80,19.96,1.9
7/15/2021,Wharton Creek,Route 80,25.03,3.4
7/15/2021,Wharton Creek,Route 80,26.64,4
7/15/2021,Wharton Creek,Route 80,23.63,2.8
7/15/2021,Wharton Creek,Route 80,21.04,1.8
7/15/2021,Wharton Creek,Route 80,28.36,5.3
7/15/2021,Wharton Creek,Route 80,27.83,5.3
7/15/2021,Wharton Creek,Route 80,19.26,1.8
7/15/2021,Wharton Creek,Route 80,21.7,2.5
7/15/2021,Wharton Creek,Route 80,21.94,2.5
7/15/2021,Wharton Creek,Route 80,24.25,2.9
7/15/2021,Wharton Creek,Route 80,24.98,3.7
7/15/2021,Wharton Creek,Route 80,28.18,5.5
7/15/2021,Wharton Creek,Route 80,27.16,5.1
7/15/2021,Wharton Creek,Route 80,25.32,3.5
7/15/2021,Wharton Creek,Route 80,28.03,5.4
7/15/2021,Wharton Creek,Route 80,20.27,2.1
7/15/2021,Wharton Creek,Route 80,22.6,3.2
7/15/2021,Wharton Creek,Route 80,25.3,3.4
7/15/2021,Wharton Creek,Route 80,24.37,3.1
7/15/2021,Wharton Creek,Route 80,22.69,2.6
7/15/2021,Wharton Creek,Route 80,7.25,
7/15/2021,Wharton Creek,Route 80,8.92,
7/15/2021,Wharton Creek,Route 80,23.67,3.3
7/15/2021,Wharton Creek,Route 80,24.44,3.3
7/15/2021,Wharton Creek,Route 80,18.65,1
7/15/2021,Wharton Creek,Route 80,24.14,3.8
7/15/2021,Wharton Creek,Route 80,19.84,1.8
7/15/2021,Wharton Creek,Route 80,24.01,3.4
7/15/2021,Wharton Creek,Route 80,22.59,2.7
7/15/2021,Wharton Creek,Route 80,24.53,3.7
7/15/2021,Wharton Creek,Route 80,25.22,3.3
7/15/2021,Wharton Creek,Route 80,20.02,1.8
7/15/2021,Wharton Creek,Route 80,15.46,0.9
7/15/2021,Wharton Creek,Route 80,22.02,2.7
7/15/2021,Wharton Creek,Route 80,20.17,1.9
7/15/2021,Wharton Creek,Route 80,16.84,1.1
7/15/2021,Wharton Creek,Route 80,30.16,5.8
7/15/2021,Wharton Creek,Route 80,19.4,1.8
7/15/2021,Wharton Creek,Route 80,27.85,4.9
7/15/2021,Wharton Creek,Route 80,22.35,2.4
7/15/2021,Wharton Creek,Route 80,33.86,8.6
7/15/2021,Wharton Creek,Route 80,32.48,6.3
7/15/2021,Wharton Creek,Route 80,29.3,5.8
7/15/2021,Wharton Creek,Route 80,23.6,2.9
7/15/2021,Wharton Creek,Route 80,15.12,0.7
7/15/2021,Wharton Creek,Route 80,22.29,2.8
7/15/2021,Wharton Creek,Route 80,26.56,3.3
7/15/2021,Wharton Creek,Route 80,22.57,2.7
7/15/2021,Wharton Creek,Route 80,26.72,4.5
7/15/2021,Wharton Creek,Route 80,23.98,3.4
7/15/2021,Wharton Creek,Route 80,21.36,2.5
7/15/2021,Wharton Creek,Route 80,31.56,7.3
7/15/2021,Wharton Creek,Route 80,18.71,1.4
7/15/2021,Wharton Creek,Route 80,24.38,3.7
7/15/2021,Wharton Creek,Route 80,20.12,2.4
7/15/2021,Wharton Creek,Route 80,24.87,3.6
7/15/2021,Wharton Creek,Route 80,21.9,2.5
7/15/2021,Wharton Creek,Route 80,16.75,1.2
7/15/2021,Wharton Creek,Route 80,20.84,2.1
7/15/2021,Wharton Creek,Route 80,22.95,2.7
7/15/2021,Wharton Creek,Route 80,21.48,2.4
7/15/2021,Wharton Creek,Route 80,7.11,
7/15/2021,Wharton Creek,Route 80,5.88,
7/15/2021,Wharton Creek,Route 80,7.02,
7/27/2021,Charlotte Creek,Fortin Park,31.43,7.5
7/27/2021,Charlotte Creek,Fortin Park,31.41,7.4
7/27/2021,Charlotte Creek,Fortin Park,35.49,9.9
7/27/2021,Charlotte Creek,Fortin Park,33.3,9
7/27/2021,Charlotte Creek,Fortin Park,28.84,6
7/27/2021,Charlotte Creek,Fortin Park,27.39,5.7
7/27/2021,Charlotte Creek,Fortin Park,30.23,7
7/27/2021,Charlotte Creek,Fortin Park,28.92,6
7/27/2021,Charlotte Creek,Fortin Park,29.07,5.9
7/27/2021,Charlotte Creek,Fortin Park,26.47,4.5
7/27/2021,Charlotte Creek,Fortin Park,26.52,4.4
7/27/2021,Charlotte Creek,Fortin Park,38.28,11.9
7/27/2021,Charlotte Creek,Fortin Park,29.73,5.8
7/27/2021,Charlotte Creek,Fortin Park,27.93,5
7/27/2021,Charlotte Creek,Fortin Park,20.09,1.9
7/27/2021,Charlotte Creek,Fortin Park,25.03,3.4
7/27/2021,Charlotte Creek,Fortin Park,26.43,4.4
7/27/2021,Charlotte Creek,Fortin Park,27.62,5
7/27/2021,Charlotte Creek,Fortin Park,31.01,7.2
7/27/2021,Charlotte Creek,Fortin Park,23.49,2.9
7/27/2021,Charlotte Creek,Fortin Park,24.84,3.8
7/27/2021,Charlotte Creek,Fortin Park,24.71,3.3
7/27/2021,Charlotte Creek,Fortin Park,23.47,3.5
7/27/2021,Charlotte Creek,Fortin Park,23.52,3.2
7/27/2021,Charlotte Creek,Fortin Park,31.19,7
7/27/2021,Charlotte Creek,Fortin Park,24.53,3.2
7/27/2021,Charlotte Creek,Fortin Park,25.25,3.8
7/27/2021,Charlotte Creek,Fortin Park,22.84,2.8
7/27/2021,Charlotte Creek,Fortin Park,20.32,1.7
7/27/2021,Charlotte Creek,Fortin Park,25.37,3.9
7/27/2021,Charlotte Creek,Fortin Park,22.98,3.1
7/27/2021,Charlotte Creek,Fortin Park,23.44,2.9
7/27/2021,Charlotte Creek,Fortin Park,24.18,3.3
7/27/2021,Charlotte Creek,Fortin Park,24.84,3.7
7/27/2021,Charlotte Creek,Fortin Park,25.4,3.8
7/27/2021,Charlotte Creek,Fortin Park,21.24,2.2
7/27/2021,Charlotte Creek,Fortin Park,23.89,3.2
7/27/2021,Charlotte Creek,Fortin Park,20.63,2
7/27/2021,Charlotte Creek,Fortin Park,19.26,1.8
7/27/2021,Charlotte Creek,Fortin Park,23.36,2.7
7/27/2021,Charlotte Creek,Fortin Park,22.8,2.7
7/27/2021,Charlotte Creek,Fortin Park,22.18,2.7
7/27/2021,Charlotte Creek,Fortin Park,23.05,2.6
7/27/2021,Charlotte Creek,Fortin Park,17.83,1.8
7/27/2021,Charlotte Creek,Fortin Park,16.49,1
7/27/2021,Charlotte Creek,Fortin Park,18.29,1.5
7/27/2021,Charlotte Creek,Fortin Park,15.86,0.8
7/27/2021,Charlotte Creek,Fortin Park,7.58,
8/2/2021,Otego Creek,Route 23,29.39,5.8
8/2/2021,Otego Creek,Route 23,24.7,3.4
8/2/2021,Otego Creek,Route 23,23.86,3.1
8/2/2021,Otego Creek,Route 23,30.41,5.1
8/2/2021,Otego Creek,Route 23,9.42,
8/2/2021,Otego Creek,Route 23,29.12,5.1
8/2/2021,Otego Creek,Route 23,25.19,3.5
8/2/2021,Otego Creek,Route 23,21.39,2.2
