site_id,water,survey,year,nytme,nytmn,Detected
Elk Creek1,Elk Creek,425024,2025,512964,4710202,0
Elk Creek2,Elk Creek,405007,2005,514116,4714037,0
Elk Creek2,Elk Creek,425024,2025,513859,4711937,0
Elk Creek3,Elk Creek,405007,2005,514790,4716593,0
Elk Creek3,Elk Creek,425024,2025,514818,4716629,0
Elk Creek4,Elk Creek,405007,2005,514791,4718180,0
Elk Creek4,Elk Creek,425024,2025,514786,4718091,0
Elk Creek5,Elk Creek,405007,2005,516804,4722030,0
Erwin Creek1,Erwin Creek,810092,2010,329856,4674565,0
Fabius Brook1,Fabius Brook,700017,2000,421032,4739922,0
Fabius Brook1,Fabius Brook,723008,2023,421032,4739922,0
Fabius Brook2,Fabius Brook,700017,2000,420532,4740622,0
Fabius Brook2,Fabius Brook,723008,2023,420532,4740622,0
Fabius Brook3,Fabius Brook,700017,2000,419231,4741822,0
Fabius Brook3,Fabius Brook,723008,2023,419231,4741822,1
Fabius Brook4,Fabius Brook,700017,2000,418431,4742822,0
Fabius Brook4,Fabius Brook,723008,2023,418431,4742822,1
Factory Brook1,Factory Brook,715017,2015,401468,4722785,0
Factory Brook1,Factory Brook,725031,2025,398540,4728196,0
Factory Brook2,Factory Brook,715017,2015,399821,4726169,0
Factory Brook2,Factory Brook,725031,2025,401468,4722779,0
Factory Brook3,Factory Brook,725031,2025,403130,4722214,0
Fairbrothers Brook1,Fairbrothers Brook,810037,2010,292001,4703716,0
Fairbrothers Brook1,Fairbrothers Brook,893043,1993,296130,4703521,1
Fairbrothers Brook2,Fairbrothers Brook,893043,1993,294130,4703421,0
Fairbrothers Brook3,Fairbrothers Brook,893043,1993,291930,4703721,0
Five Streams1,Five Streams,718015,2018,435941,4698170,0
Fivemile Creek1,Fivemile Creek,812074,2012,317966,4718604,0
Flax Island Creek1,Flax Island Creek,409678,2009,484827,4692981,0
Flax Island Creek2,Flax Island Creek,409678,2009,482260,4698914,0
Fly Brook1,Fly Brook,409437,2009,486524,4732311,0
Fly Creek1,Fly Creek,409540,2009,503522,4738477,0
Fly Creek1,Fly Creek,415042,2015,501503,4729324,0
Fly Creek1,Fly Creek,416036,2016,503553,4738495,0
Fly Creek1,Fly Creek,417061,2017,503553,4738495,0
Fly Creek1,Fly Creek,711682,2011,455251,4721193,0
Fly Creek2,Fly Creek,409540,2009,501737,4728503,0
Fly Creek2,Fly Creek,415042,2015,503553,4738495,0
Fly Creek2,Fly Creek,417061,2017,503139,4737776,0
Fly Creek3,Fly Creek,409540,2009,501975,4730774,0
Fly Meadow Creek1,Fly Meadow Creek,710309,2010,451612,4702258,0
Fly Meadow Creek1,Fly Meadow Creek,725037,2025,452770,4701133,0
Fly Meadow Creek2,Fly Meadow Creek,725037,2025,451636,4702273,1
Fly Meadow Creek3,Fly Meadow Creek,725037,2025,449988,4706722,0
Fly Meadow Creek4,Fly Meadow Creek,725037,2025,449404,4707624,0
Gay Creek1,Gay Creek,409816,2009,494790,4693005,0
Gee Brook1,Gee Brook,717021,2017,421409,4710224,1
Gee Brook1,Gee Brook,717024,2017,423275,4708858,0
Gee Brook1,Gee Brook,717028,2017,424581,4706978,0
Gee Brook1,Gee Brook,717029,2017,423963,4708132,0
Genegantslet Creek1,Genegantslet Creek,700020,2000,433732,4688822,1
Genegantslet Creek1,Genegantslet Creek,717046,2017,439914,4709429,0
Genegantslet Creek1,Genegantslet Creek,725011,2025,439916,4709424,0
Genegantslet Creek1,Genegantslet Creek,789017,1989,434932,4697022,1
Genegantslet Creek1,Genegantslet Creek,793016,1993,433832,4693922,0
Genegantslet Creek10,Genegantslet Creek,793016,1993,441032,4711322,0
Genegantslet Creek2,Genegantslet Creek,700020,2000,434232,4690612,0
Genegantslet Creek2,Genegantslet Creek,717046,2017,437845,4702183,1
Genegantslet Creek2,Genegantslet Creek,725011,2025,437837,4701597,0
Genegantslet Creek2,Genegantslet Creek,789017,1989,439432,4707822,1
Genegantslet Creek2,Genegantslet Creek,793016,1993,435032,4697122,0
Genegantslet Creek3,Genegantslet Creek,700020,2000,433432,4692122,0
Genegantslet Creek3,Genegantslet Creek,717046,2017,436543,4699062,0
Genegantslet Creek3,Genegantslet Creek,725011,2025,436542,4699057,0
Genegantslet Creek3,Genegantslet Creek,789017,1989,439832,4709422,1
Genegantslet Creek3,Genegantslet Creek,793016,1993,435932,4698022,0
Genegantslet Creek4,Genegantslet Creek,717046,2017,434987,4697008,0
Genegantslet Creek4,Genegantslet Creek,725011,2025,434974,4696968,0
Genegantslet Creek4,Genegantslet Creek,793016,1993,436632,4699122,0
Genegantslet Creek5,Genegantslet Creek,717046,2017,433862,4693832,0
Genegantslet Creek5,Genegantslet Creek,793016,1993,437832,4702022,0
Genegantslet Creek6,Genegantslet Creek,793016,1993,437632,4705322,0
Genegantslet Creek7,Genegantslet Creek,793016,1993,437932,4701122,0
Genegantslet Creek8,Genegantslet Creek,793016,1993,439832,4709422,0
Genegantslet Creek9,Genegantslet Creek,793016,1993,438432,4706422,0
Gifford Creek1,Gifford Creek,409654,2009,499032,4701212,0
Gilmore Brook1,Gilmore Brook,708006,2008,455554,4705954,0
Gilmore Brook2,Gilmore Brook,708006,2008,454417,4708051,0
Gilmore Brook3,Gilmore Brook,708006,2008,453280,4710077,0
Goff Creek1,Goff Creek,806013,2006,294191,4691860,0
Goff Creek1,Goff Creek,810056,2010,297482,4692975,0
Goff Creek1,Goff Creek,889005,1989,301530,4695721,0
Goff Creek2,Goff Creek,806013,2006,294761,4692362,1
Goff Creek2,Goff Creek,889005,1989,299930,4694121,1
Goff Creek3,Goff Creek,810056,2010,295130,4692559,0
Goff Creek3,Goff Creek,889005,1989,298430,4693221,0
Goff Creek4,Goff Creek,889005,1989,296230,4692921,0
Great Brook1,Great Brook,711458,2011,467655,4716862,0
Great Brook2,Great Brook,711458,2011,468150,4720292,0
Gridley Creek1,Gridley Creek,700032,2000,409345,4705181,1
Halbert Brook1,Halbert Brook,407725,2007,472081,4700093,0
Halfway Brook1,Halfway Brook,719019,2019,425535,4691026,0
Halfway Brook1,Halfway Brook,719025,2019,428142,4694439,0
Handsome Brook1,Handsome Brook,409779,2009,484967,4685401,0
Handsome Brook1,Handsome Brook,711511,2011,466778,4732282,0
Handsome Brook1,Handsome Brook,711655,2011,459971,4730466,0
Handsome Brook1,Handsome Brook,715019,2015,459943,4730351,0
Handsome Brook1,Handsome Brook,797016,1997,458732,4726822,0
Handsome Brook2,Handsome Brook,715019,2015,462823,4731163,0
Handsome Brook2,Handsome Brook,797016,1997,459032,4727822,0
Handsome Brook3,Handsome Brook,715019,2015,464365,4732284,0
Harrisburg Hollow Brook2,Harrisburg Hollow Brook,810070,2010,306837,4691663,0
Harrison Creek1,Harrison Creek,407473,2007,490350,4703821,0
Harrison Creek2,Harrison Creek,407473,2007,484669,4708250,0
Hayden Creek1,Hayden Creek,405016,2005,509574,4741012,0
Hayden Creek1,Hayden Creek,425056,2025,509566,4740954,1
Hayden Creek2,Hayden Creek,405016,2005,510656,4742795,0
Hayden Creek3,Hayden Creek,405016,2005,511374,4744333,0
Herkimer Creek1,Herkimer Creek,409530,2009,496572,4738084,0
Hinkle Hollow Brook1,Hinkle Hollow Brook,814198,2014,293573,4709422,0
Hinman Hollow Brook1,Hinman Hollow Brook,409625,2009,504471,4715857,0
Hinman Hollow Brook2,Hinman Hollow Brook,409625,2009,502871,4716058,0
Houghtaling Hollow Brook1,Houghtaling Hollow Brook,409814,2009,500203,4691571,0
Hoyt Creek1,Hoyt Creek,797010,1997,390431,4669922,0
Hunt Creek1,Hunt Creek,711466,2011,461758,4740153,0
Ideuma Brook1,Ideuma Brook,409347,2009,471501,4690061,0
Indian Brook1,Indian Brook,718016,2018,431168,4686776,0
Indian Brook1,Indian Brook,718022,2018,433976,4684271,1
Indian Creek2,Indian Creek,409712,2009,476966,4693250,0
Ivanhoe Brook1,Ivanhoe Brook,409742,2009,472573,4676053,0
Jackson Creek1,Jackson Creek,811102,2011,356814,4671102,0
Jackson Creek1,Jackson Creek,890018,1990,365331,4678222,0
Jones Brook1,Jones Brook,814218,2014,296621,4707276,0
Jones Brook1,Jones Brook,894054,1994,295930,4706321,0
Kedron Brook1,Kedron Brook,708015,2008,440334,4695555,0
Kedron Brook1,Kedron Brook,797034,1997,440132,4698322,1
Kedron Brook2,Kedron Brook,797034,1997,439932,4699722,0
Kelsey Brook1,Kelsey Brook,702049,2002,456907,4676066,0
Kenney Brook1,Kenney Brook,709326,2009,414076,4731229,0
Kenney Brook2,Kenney Brook,709326,2009,412956,4734677,0
Kenney Brook3,Kenney Brook,709326,2009,414301,4727592,0
Kent Brook1,Kent Brook,711461,2011,465104,4693373,0
Keyes Brook1,Keyes Brook,407464,2007,496139,4713909,0
Kingsley Brook1,Kingsley Brook,711620,2011,453241,4737529,0
Kirkwood Creek1,Kirkwood Creek,814199,2014,300325,4711759,0
Kirkwood Creek1,Kirkwood Creek,815037,2015,300321,4711767,0
Kirkwood Creek1,Kirkwood Creek,892012,1992,297330,4711721,1
Knapp Brook1,Knapp Brook,409803,2009,497295,4693332,0
Knight Creek1,Knight Creek,812101,2012,306250,4692198,0
Kortright Creek2,Kortright Creek,409444,2009,509028,4696839,0
Kortright Creek3,Kortright Creek,409444,2009,518543,4695956,0
Lake Brook1,Lake Brook,407476,2007,492654,4708976,0
Lake Brook2,Lake Brook,407476,2007,490669,4712025,0
Landers Creek1,Landers Creek,725029,2025,421846,4695298,0
Landers Creek2,Landers Creek,725029,2025,422499,4695925,0
Landers Creek4,Landers Creek,705029,2005,460943,4674686,0
Lawyers Creek1,Lawyers Creek,409597,2009,508168,4741232,0
Lawyers Creek1,Lawyers Creek,423012,2023,508658,4740018,0
Leatherstocking Brook1,Leatherstocking Brook,409591,2009,506470,4730910,0
Leatherstocking Brook2,Leatherstocking Brook,409591,2009,506092,4733166,0
Lena Brook1,Lena Brook,411349,2011,493087,4719101,0
Lidell Creek1,Lidell Creek,409523,2009,497246,4734062,0
Lime Kiln Creek1,Lime Kiln Creek,811016,2011,278066,4696748,0
Little Choconut Creek1,Little Choconut Creek,722042,2022,420932,4672500,0
Little Elk Creek1,Little Elk Creek,409141,2009,514799,4717770,0
Little Snake Creek2,Little Snake Creek,725027,2025,433624,4653155,1
Ludlow Creek1,Ludlow Creek,708005,2008,442121,4699739,0
Lyon Creek1,Lyon Creek,810044,2010,306687,4713168,0
Lyon Creek1,Lyon Creek,811145,2011,305218,4710607,0
Lyon Creek1,Lyon Creek,815046,2015,306640,4713364,0
Lyon Creek1,Lyon Creek,816019,2016,305277,4710481,0
Lyon Creek2,Lyon Creek,810044,2010,305373,4710756,0
Mad Brook1,Mad Brook,711654,2011,460178,4724973,0
Mann Brook1,Mann Brook,722047,2022,436212,4730518,0
Maxwell Creek1,Maxwell Creek,814213,2014,301665,4686925,0
Maxwell Creek1,Maxwell Creek,893017,1993,301930,4686921,0
Maxwell Creek2,Maxwell Creek,810021,2010,301690,4686952,0
Mccorn Creek1,Mccorn Creek,801021,2001,366354,4680085,0
Mccorn Creek1,Mccorn Creek,811047,2011,366032,4679947,0
Mccorn Creek2,Mccorn Creek,801021,2001,366671,4680272,0
Mcnutt Run1,Mcnutt Run,810080,2010,319949,4678339,0
Meads Creek1,Meads Creek,812185,2012,325917,4680367,0
Meads Creek11,Meads Creek,812008,2012,323147,4673376,0
Meads Creek11,Meads Creek,812098,2012,323147,4673376,0
Meads Creek11,Meads Creek,813009,2013,323147,4673376,0
Meads Creek11,Meads Creek,813013,2013,323147,4673376,0
Meads Creek12,Meads Creek,812098,2012,323271,4673205,0
Meads Creek12,Meads Creek,813009,2013,323271,4673205,0
Meads Creek12,Meads Creek,813013,2013,323271,4673205,0
Meads Creek2,Meads Creek,810010,2010,333174,4688421,0
Meads Creek2,Meads Creek,811006,2011,325815,4680350,0
Meads Creek2,Meads Creek,812008,2012,325759,4680284,0
Meads Creek2,Meads Creek,812098,2012,325759,4680284,0
Meads Creek2,Meads Creek,813009,2013,325759,4680284,0
Meads Creek2,Meads Creek,813013,2013,325759,4680284,0
Meads Creek3,Meads Creek,811006,2011,325532,4679913,0
Meads Creek4,Meads Creek,811006,2011,324537,4678611,0
Meads Creek4,Meads Creek,812008,2012,324537,4678611,0
Meads Creek4,Meads Creek,812098,2012,324537,4678611,0
Meads Creek4,Meads Creek,813009,2013,324537,4678611,0
Meads Creek5,Meads Creek,812008,2012,324490,4678492,0
Meads Creek5,Meads Creek,812098,2012,324490,4678492,0
Meads Creek5,Meads Creek,813009,2013,324490,4678492,0
Meads Creek5,Meads Creek,813013,2013,324490,4678492,0
Meads Creek6,Meads Creek,812008,2012,323991,4677600,0
Meads Creek6,Meads Creek,812098,2012,323991,4677600,0
Meads Creek6,Meads Creek,813009,2013,323991,4677600,0
Meads Creek7,Meads Creek,811006,2011,323788,4677318,0
Meads Creek7,Meads Creek,812008,2012,323788,4677318,0
Meads Creek7,Meads Creek,812098,2012,323788,4677318,0
Meads Creek7,Meads Creek,813009,2013,323788,4677318,0
Meads Creek7,Meads Creek,813013,2013,323788,4677318,0
Meads Creek8,Meads Creek,811006,2011,323448,4674897,0
Meads Creek8,Meads Creek,812008,2012,323488,4674897,0
Meads Creek8,Meads Creek,812098,2012,323488,4674897,0
Meads Creek9,Meads Creek,811006,2011,323368,4674563,0
Merrill Creek1,Merrill Creek,793007,1993,419532,4695422,0
Merrill Creek3,Merrill Creek,793007,1993,418931,4698322,0
Merrill Creek4,Merrill Creek,793007,1993,418731,4701022,0
Mill Brook1,Mill Brook,708016,2008,439457,4689894,0
Mill Brook1,Mill Brook,711380,2011,473140,4719305,0
Mill Brook1,Mill Brook,793006,1993,448532,4699722,0
Mill Brook2,Mill Brook,793006,1993,448232,4701022,0
Mill Creek1,Mill Creek,409676,2009,488312,4696726,0
Mill Creek1,Mill Creek,411338,2011,485887,4718208,0
Mill Creek1,Mill Creek,711473,2011,466901,4744529,0
Mill Creek2,Mill Creek,409438,2009,480619,4733794,0
Mill Creek3,Mill Creek,409438,2009,480057,4727251,0
Miller Brook1,Miller Brook,810113,2010,290754,4717843,0
Mine Brook1,Mine Brook,409209,2009,509232,4696697,0
Morehouse Brook1,Morehouse Brook,409152,2009,508580,4709154,0
Morehouse Brook2,Morehouse Brook,409152,2009,509748,4715366,0
Morris Brook1,Morris Brook,408114,2008,476264,4706284,0
Nanticoke Creek1,Nanticoke Creek,716903,2016,414197,4674220,0
Nanticoke Creek1,Nanticoke Creek,719020,2019,412261,4682226,0
Nanticoke Creek1,Nanticoke Creek,792024,1992,412232,4682222,0
Nanticoke Creek1,Nanticoke Creek,797006,1997,412732,4672522,0
Nanticoke Creek2,Nanticoke Creek,719020,2019,413090,4680840,0
Nanticoke Creek2,Nanticoke Creek,792024,1992,413132,4680822,0
Nanticoke Creek2,Nanticoke Creek,797006,1997,413032,4673322,0
Nanticoke Creek3,Nanticoke Creek,719020,2019,413164,4673207,0
Nanticoke Creek3,Nanticoke Creek,792024,1992,413432,4678722,0
Nanticoke Creek3,Nanticoke Creek,797006,1997,411632,4663322,0
Nanticoke Creek4,Nanticoke Creek,719020,2019,412715,4672301,0
Nanticoke Creek4,Nanticoke Creek,792024,1992,414232,4675422,0
Nanticoke Creek4,Nanticoke Creek,797006,1997,409832,4660722,0
Nanticoke Creek5,Nanticoke Creek,719020,2019,412090,4669739,0
Nanticoke Creek6,Nanticoke Creek,719020,2019,409911,4660819,1
Narrows Creek1,Narrows Creek,892006,1992,332231,4667421,1
Narrows Creek2,Narrows Creek,892006,1992,333731,4669221,0
Negro Brook1,Negro Brook,409234,2009,512716,4702959,0
Neil Creek1,Neil Creek,802011,2002,296164,4700208,0
Neil Creek1,Neil Creek,825025,2025,296880,4699762,0
Neil Creek1,Neil Creek,897003,1997,298030,4700921,0
Neil Creek2,Neil Creek,802011,2002,293471,4700459,0
Neil Creek2,Neil Creek,810093,2010,296814,4699894,0
Neil Creek3,Neil Creek,802011,2002,290039,4699843,0
Neil Creek3,Neil Creek,810093,2010,297905,4700708,0
Newtown Creek1,Newtown Creek,812026,2012,361938,4673959,0
Newtown Creek1,Newtown Creek,812161,2012,349884,4670251,0
Newtown Creek1,Newtown Creek,889021,1989,361731,4671722,0
Norton Hollow Brook1,Norton Hollow Brook,815107,2015,283177,4670462,0
Norton Hollow Brook1,Norton Hollow Brook,815126,2015,284160,4670258,0
Norton Hollow Brook1,Norton Hollow Brook,817001,2017,283196,4670454,0
O'Connell Brook1,O'Connell Brook,409284,2009,512927,4726422,0
Oak Creek1,Oak Creek,409122,2009,526680,4718805,0
Oak Creek2,Oak Creek,409122,2009,524889,4722697,0
Oaks Creek1,Oaks Creek,408040,2008,499834,4730169,1
Oaks Creek1,Oaks Creek,416025,2016,499889,4730066,0
Oaks Creek2,Oaks Creek,408040,2008,502080,4727654,1
Oaks Creek2,Oaks Creek,416025,2016,502123,4727430,1
Oaks Creek3,Oaks Creek,408040,2008,503470,4725724,0
Oaks Creek3,Oaks Creek,416025,2016,503439,4725465,1
Oaks Creek4,Oaks Creek,416025,2016,502998,4724089,1
Oaks Creek5,Oaks Creek,416025,2016,504056,4723245,1
Ocquianis Creek1,Ocquianis Creek,408035,2008,501375,4745345,0
Ocquianis Creek2,Ocquianis Creek,408035,2008,501097,4744924,0
Ocquianis Creek3,Ocquianis Creek,408035,2008,500602,4744051,0
Ohuran Creek1,Ohuran Creek,810141,2010,276964,4659914,0
Ohuran Creek1,Ohuran Creek,817006,2017,277030,4659924,0
Ohuran Creek2,Ohuran Creek,817006,2017,277213,4660183,0
Oil Well Hollow Creek1,Oil Well Hollow Creek,810038,2010,291816,4707017,0
Oneonta Creek1,Oneonta Creek,407698,2007,496025,4704081,0
Oneonta Creek1,Oneonta Creek,408285,2008,495338,4700757,0
Oneonta Creek1,Oneonta Creek,411343,2011,495321,4700717,0
Oneonta Creek2,Oneonta Creek,407698,2007,495435,4701005,0
Oneonta Creek2,Oneonta Creek,408285,2008,495587,4700185,0
Otego Creek3,Otego Creek,405018,2005,493143,4708788,0
Otego Creek3,Otego Creek,425037,2025,493165,4708758,0
Otego Creek4,Otego Creek,405018,2005,494940,4712090,0
Otego Creek4,Otego Creek,425037,2025,494849,4712102,0
Otego Creek5,Otego Creek,405018,2005,494905,4714874,0
Otego Creek5,Otego Creek,425037,2025,494726,4714686,0
Otego Creek6,Otego Creek,405018,2005,495547,4719582,0
Otego Creek6,Otego Creek,425037,2025,495560,4719601,0
Otego Creek7,Otego Creek,405018,2005,495652,4722904,0
Otego Creek8,Otego Creek,405018,2005,495935,4726039,0
Otego Creek8,Otego Creek,425037,2025,495929,4726045,0
Otego Creek9,Otego Creek,425037,2025,494369,4728259,0
Otsdawa Creek1,Otsdawa Creek,409698,2009,485244,4695154,0
Otsdawa Creek1,Otsdawa Creek,493031,1993,485932,4694123,0
Otsdawa Creek2,Otsdawa Creek,493031,1993,485132,4695523,0
Otselic Creek1,Otselic Creek,724027,2024,439964,4735344,0
Otselic River1,Otselic River,711001,2011,428948,4714822,0
Otselic River1,Otselic River,712005,2012,437807,4725603,0
Otselic River1,Otselic River,712006,2012,439742,4732461,1
Otselic River1,Otselic River,713001,2013,437807,4725603,0
Otselic River1,Otselic River,713015,2013,439742,4732461,0
Otselic River1,Otselic River,722009,2022,437807,4725603,0
Otselic River1,Otselic River,723010,2023,437807,4725603,0
Otselic River1,Otselic River,793013,1993,441663,4739109,0
Otselic River1,Otselic River,793015,1993,437832,4725622,0
Otselic River1,Otselic River,793029,1993,427729,4712621,0
Otselic River2,Otselic River,711001,2011,437807,4725603,0
Otselic River2,Otselic River,712005,2012,428948,4714822,0
Otselic River2,Otselic River,723010,2023,428944,4714811,0
Otselic River2,Otselic River,793013,1993,441478,4737788,0
Otselic River2,Otselic River,793015,1993,435632,4721822,0
Otselic River2,Otselic River,793029,1993,426468,4711817,0
Otselic River3,Otselic River,711001,2011,427556,4712965,1
Otselic River3,Otselic River,712005,2012,427556,4712965,0
Otselic River3,Otselic River,722009,2022,427556,4712965,0
Otselic River3,Otselic River,723010,2023,427556,4712965,0
Otselic River3,Otselic River,793015,1993,440832,4730022,0
Otselic River3,Otselic River,793029,1993,426177,4710242,0
Otselic River4,Otselic River,793013,1993,440047,4735325,0
Otselic River4,Otselic River,793015,1993,439432,4728222,0
Otselic River5,Otselic River,793015,1993,433832,4720122,0
Otselic River6,Otselic River,793013,1993,439703,4732542,0
Otselic River6,Otselic River,793015,1993,433132,4719022,0
Otselic River7,Otselic River,793015,1993,432132,4718322,0
Otselic River8,Otselic River,793015,1993,431232,4716522,0
Ouleout Creek1,Ouleout Creek,414013,2014,502295,4690693,0
Ouleout Creek1,Ouleout Creek,414016,2014,486016,4687919,1
Ouleout Creek1,Ouleout Creek,419038,2019,481024,4686447,1
Ouleout Creek2,Ouleout Creek,414013,2014,502506,4690540,0
Ouleout Creek2,Ouleout Creek,414016,2014,485541,4686676,1
Ouleout Creek2,Ouleout Creek,493033,1993,486332,4688423,0
Ouleout Creek3,Ouleout Creek,414013,2014,502688,4690516,0
Ouleout Creek3,Ouleout Creek,414016,2014,484636,4686153,1
Ouleout Creek3,Ouleout Creek,493033,1993,490532,4691123,0
Ouleout Creek4,Ouleout Creek,493033,1993,493632,4693223,0
Owego Creek1,Owego Creek,714008,2014,395409,4667327,0
Owego Creek1,Owego Creek,716038,2016,395390,4667324,0
Page Brook1,Page Brook,714024,2014,435706,4677751,0
Page Brook1,Page Brook,810072,2010,290605,4700037,0
Page Brook1,Page Brook,893049,1993,290630,4700021,0
Palmer Creek1,Palmer Creek,409126,2009,517796,4712524,0
Pardee Hollow Creek1,Pardee Hollow Creek,812144,2012,294554,4718543,0
Patterson Creek1,Patterson Creek,717002,2017,416421,4667793,0
Payne Brook1,Payne Brook,711661,2011,458857,4747433,0
Payne Brook1,Payne Brook,792021,1992,456032,4741222,0
Payne Brook1,Payne Brook,796012,1996,454032,4737822,0
Payne Brook2,Payne Brook,711661,2011,456828,4743698,0
Payne Brook2,Payne Brook,792021,1992,456032,4741222,0
Payne Brook2,Payne Brook,796012,1996,454932,4740422,0
Pleasant Brook1,Pleasant Brook,409324,2009,518243,4729409,0
Pleasant Brook1,Pleasant Brook,711497,2011,467352,4739760,0
Pleasant Brook1,Pleasant Brook,711653,2011,447510,4729460,0
Pleasant Brook1,Pleasant Brook,793019,1993,447432,4729522,0
Pleasant Brook2,Pleasant Brook,711497,2011,461549,4734400,0
Pleasant Valley Brook1,Pleasant Valley Brook,407465,2007,495721,4716464,0
Pleasant Valley Brook2,Pleasant Valley Brook,407465,2007,497231,4720234,0
Pony Hollow Creek2,Pony Hollow Creek,721031,2021,363640,4690845,0
Pony Hollow Creek5,Pony Hollow Creek,721031,2021,360738,4682985,0
Pool Brook1,Pool Brook,407568,2007,493350,4709859,0
Post Creek1,Post Creek,803016,2003,336110,4674507,0
Post Creek1,Post Creek,810094,2010,338466,4680775,0
Post Creek2,Post Creek,810094,2010,338514,4683149,0
Post Creek3,Post Creek,803016,2003,337990,4677050,0
Post Creek4,Post Creek,803016,2003,338261,4679637,0
Potato Creek1,Potato Creek,409133,2009,505981,4705608,0
Prosser Hollow Brook1,Prosser Hollow Brook,409244,2009,501171,4698528,0
Prosser Hollow Brook2,Prosser Hollow Brook,409244,2009,503042,4696824,0
Pumpkin Hollow Brook1,Pumpkin Hollow Brook,409243,2009,505241,4698601,0
Ransford Creek1,Ransford Creek,711707,2011,458112,4709872,0
Red Creek1,Red Creek,409605,2009,506657,4725970,0
Red Creek2,Red Creek,409605,2009,512947,4734914,0
Reservoir Brook1,Reservoir Brook,407712,2007,479889,4710595,0
Reservoir Brook2,Reservoir Brook,407712,2007,479261,4714856,0
Reynolds Creek1,Reynolds Creek,810111,2010,293327,4707585,0
Rice Glen Brook1,Rice Glen Brook,893032,1993,294830,4692421,1
Rice Glen Brook2,Rice Glen Brook,810055,2010,294851,4692377,0
Roaring Brook1,Roaring Brook,408565,2008,495557,4688081,0
Roaring Brook1,Roaring Brook,409838,2009,495557,4688085,0
Roaring Brook1,Roaring Brook,497014,1997,496832,4685923,0
Roaring Brook2,Roaring Brook,409838,2009,496918,4685434,0
Roaring Brook2,Roaring Brook,497014,1997,495932,4687423,0
Roaring Brook3,Roaring Brook,409838,2009,496426,4686912,0
Rock Creek1,Rock Creek,811035,2011,280833,4670510,0
Rogers Hollow Brook1,Rogers Hollow Brook,409351,2009,467472,4687745,0
Rogers Hollow Brook2,Rogers Hollow Brook,409351,2009,473617,4691586,0
Salmon Creek1,Salmon Creek,891006,1991,303230,4702121,0
Salmon Creek1,Salmon Creek,893040,1993,301230,4699121,0
Sand Hill Creek1,Sand Hill Creek,409710,2009,478267,4691020,0
Sand Hill Creek2,Sand Hill Creek,409710,2009,477898,4698643,0
Sangerfield River1,Sangerfield River,794050,1994,462332,4740622,0
Sangerfield River2,Sangerfield River,794050,1994,460932,4738722,0
Sangerfield River3,Sangerfield River,794050,1994,460032,4737122,0
Sangerfield River4,Sangerfield River,794050,1994,458732,4736222,0
Schenevus Creek1,Schenevus Creek,419028,2019,517611,4712193,0
Schenevus Creek1,Schenevus Creek,420023,2020,522209,4715724,0
Schenevus Creek1,Schenevus Creek,425101,2025,512113,4709849,0
Schenevus Creek2,Schenevus Creek,407022,2007,505589,4704980,0
Schenevus Creek2,Schenevus Creek,425101,2025,515387,4710655,0
Schenevus Creek3,Schenevus Creek,407022,2007,507542,4707419,0
Schenevus Creek4,Schenevus Creek,407022,2007,512113,4709849,0
Schenevus Creek5,Schenevus Creek,407022,2007,515387,4710655,0
Schenevus Creek6,Schenevus Creek,407022,2007,520433,4715112,0
Schenevus Creek7,Schenevus Creek,407022,2007,522488,4715626,0
Schenevus Creek8,Schenevus Creek,407022,2007,524874,4717076,0
Seeley Creek1,Seeley Creek,811062,2011,343086,4653067,0
Shadow Brook1,Shadow Brook,422066,2022,510717,4737117,1
Shadow Brook1,Shadow Brook,423013,2024,510803,4737169,1
Shaw Brook1,Shaw Brook,407726,2007,471559,4697917,0
Shawler Brook1,Shawler Brook,711443,2011,471159,4723337,0
Shawler Brook2,Shawler Brook,711443,2011,470145,4731508,0
Shellrock Creek1,Shellrock Creek,409290,2009,514834,4728550,0
Shelly Brook2,Shelly Brook,409247,2009,505048,4700001,0
Simpsonville Brook1,Simpsonville Brook,409250,2009,518018,4705793,0
Sinclair Creek1,Sinclair Creek,812149,2012,300489,4689198,0
Sinclair Creek1,Sinclair Creek,815076,2015,300489,4689198,0
Sinclair Creek1,Sinclair Creek,893020,1993,302130,4690521,0
Sinclair Creek2,Sinclair Creek,810018,2010,302211,4690520,0
Sinclair Creek2,Sinclair Creek,893020,1993,300430,4689221,0
Sinclair Creek3,Sinclair Creek,893020,1993,298830,4687621,0
Sinclair Creek4,Sinclair Creek,893020,1993,298330,4688021,0
Sing Sing Creek1,Sing Sing Creek,807925,2007,341060,4663246,0
Sing Sing Creek1,Sing Sing Creek,819023,2019,343969,4668408,1
Sing Sing Creek1,Sing Sing Creek,821017,2021,342370,4667111,0
Slate Creek3,Slate Creek,894029,1994,276630,4674621,0
Snyder Creek1,Snyder Creek,409326,2009,520287,4730474,0
Snyder Creek2,Snyder Creek,409326,2009,522622,4735116,0
South America Brook1,South America Brook,409259,2009,519056,4706684,0
Sparrowhawk Brook1,Sparrowhawk Brook,409127,2009,514202,4710485,0
Spring Brook1,Spring Brook,409648,2009,501742,4708622,0
Spring Brook2,Spring Brook,409648,2009,499251,4716464,0
Stocking Creek2,Stocking Creek,810053,2010,304629,4681448,0
Stone Mill Brook1,Stone Mill Brook,711621,2011,447156,4736688,0
Stone Mill Brook1,Stone Mill Brook,795019,1995,452832,4734022,0
